word,replacedWord
"Vaccination Centres provide for a limited number of on-spot registration slots every day. Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres. However, Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before going to vaccination centre.","ಲಸಿಕಾ ಕೇಂದ್ರಗಳು ಸೀಮಿತ ಸಂಖ್ಯೆಯಲ್ಲಿ ಪ್ರತಿದಿನ ಸ್ಥಳದಲ್ಲೇ ನೊಂದಾವಣೆಗೆ ಅವಕಾಶ ನೀಡಬಹುದು. ೪೫ ಅಥವಾ ಹೆಚ್ಚು ವಯಸ್ಸಿನ ನಾಗರೀಕರು ಒನ್ಲೈನ್ನಲ್ಲಿ ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ತೆಗೆದುಕೊಳ್ಳಬಹುದು ಅಥವಾ ನೇರವಾಗಿ ಲಸಿಕಾ ಕೇಂದ್ರಗಳಿಗೆ ಹೋಗಬಹುದು. ಆದರೆ ೧೮-೪೪ ವರ್ಷದ ನಾಗರಿಕರು ಕಡ್ಡಾಯವಾಗಿ ಆನ್ಲೈನ್ ನೋಂದಣಿ ಮಾಡಿಕೊಂಡು ನಂತರ ಭೇಟಿ ಸಮಯವನ್ನು ನಿರ್ಧರಿಸಿಕೊಂಡ ಮೇಲೆಯೇ ಲಸಿಕಾ ಕೇಂದ್ರಕ್ಕೆ  ಹೋಗಬೇಕು. "
"In general, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲ ನಾಗರೀಕರು ಮೊದಲೆಯೇ  ಆನ್ಲೈನ್ ನೋಂದಾವಣೆ ಮಾಡಿಕೊಂಡು ಭೇಟಿ ಸಮಯವನ್ನು ನಿಗದಿಪಡಿಸಿಕೊಂಡು ನಂತರ ಲಸಿಕಾ ಕೇಂದ್ರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲದೇ ಲಸಿಕೆ ಪಡೆಯುವುದು ಉತ್ತಮ.  "
"There is no authorised mobile app for registering for vaccination in India except Aarogya Setu. You need to log into the Co-WIN portal. Alternatively, you can also register for vaccination through the Aarogya Setu App.","ಲಸಿಕೆಗೆ ದಾಖಲಾತಿ ಮಾಡಿಕೊಳ್ಳಲು ಆರೋಗ್ಯ ಸೇತು ಆಪ್ ಹೊರತುಪಡಿಸಿ ಯಾವುದೇ ಅಪ್ಲಿಕೇಶನ್‌ಗಳು ಇಲ್ಲ. ಪರ್ಯಾಯವಾಗಿ ಕೋವಿನ್ ಜಾಲತಾಣವನ್ನು ಬಳಸಬಹುದು. ಹಾಗೂ, ಆರೋಗ್ಯ ಸೇತು ಅಪ್ಲಿಕೇಷನ್ ಬಳಸಿ ಲಸಿಕೆಗೆ ದಾಖಲಾತಿ ಮಾಡಿಕೊಳ್ಳಬಹುದು."
"Which age groups can register for vaccination on the Co-WIN portal?","ಯಾವ ವಯೋ ಗುಂಪಿನವರು ಲಸಿಕೆಗಾಗಿ ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬಹುದು?"
"All citizens aged 18 years and above can register for vaccination","೧೮ ವರ್ಷ ಹಾಗು ಹೆಚ್ಚು ವಯಸ್ಸಿನ ನಾಗರೀಕರೆಲ್ಲರೂ ಲಸಿಕೆಗಾಗಿ ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬಹುದು  "
"How many people can be registered in the Co-WIN portal through one mobile number?","ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ಒಂದು ಮೊಬೈಲ್ ಸಂಖ್ಯೆ  ಬಳಸಿ ಎಷ್ಟು ಜನ ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬಹುದು?"
"Up to 4 people can be registered for vaccination using the same mobile number.","ಲಸಿಕೆ ಪಡೆಯಲು ಒಂದೇ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಬಳಸಿ ಗರಿಷ್ಟ ನಾಲ್ಕು ಜನರನ್ನು ನೋಂದಾಯಿಸಬಹುದು"
"How can citizens with no access to smart phones or computers manage online registration?","ಸ್ಮಾರ್ಟ್ ಫೋನ್ ಅಥವಾ ಕಂಪ್ಯೂಟರ್ ಇಲ್ಲದೆ ಇರುವ ನಾಗರೀಕರು ಹೇಗೆ ಆನ್ಲೈನ್ ನೋಂದಣಿಯನ್ನು ನಿಭಾಯಿಸುತ್ತಾರೆ?"
"Up to 4 people can be registered for vaccination using the same mobile number","ಲಸಿಕೆ ಪಡೆಯಲು ಒಂದೇ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಬಳಸಿ ಗರಿಷ್ಟ ನಾಲ್ಕು ಜನರನ್ನು ನೋಂದಾಯಿಸಬಹುದು"
"Citizens can take help from friends or family for online registration","ನಾಗರೀಕರು ಆನ್ಲೈನ್ ನೋಂದಣಿಗೆ ತಮ್ಮ ಸ್ನೇಹಿತರ ಅಥವಾ ಕುಟುಂಬದವರ ಸಹಾಯ ಪಡೆಯಬಹುದು"
"Can I register for vaccination without Aadhaar card?","ಆಧಾರ್ ಕಾರ್ಡ್ ಇಲ್ಲದೆ ನಾನು ಲಸಿಕೆಗೆ ನೋಂದಾಯಿಸಬಹುದೇ?"
"Yes, you can register on Co-WIN portal using any of the following ID proofs","ಹೌದು, ತಾವು ಈ ಕೆಳಕಂಡ ಯಾವುದಾದರೂ ಗುರುತಿನ ಚೀಟಿ ಮೂಲಕ ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ದಾಖಲಾತಿ ಮಾಡಿಕೊಳ್ಳಬಹುದು"
"Aadhaar card","ಆಧಾರ್ ಕಾರ್ಡ್"
"Driving License","ಚಾಲನ ಲೈಸೆನ್ಸ್ "
"PAN card","ಪಾನ್ ಕಾರ್ಡ್"
Passport,"ಪಾಸ್ ಪೋರ್ಟ್"
"Pension Passbook","ಪಿಂಚಣಿ ಖಾತೆಪುಸ್ತಕ "
"NPR Smart Card","ಏನ್ ಪಿ ಆರ್ ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್"
"Voter ID","ಮತದಾರ ಚೀಟಿ"
"Is there any registration charges to be paid?","ಯಾವುದಾದರೂ ದಾಖಲಾತಿ ಶುಲ್ಕ ಪಾವತಿಸಬೇಕೇ?"
"No. There is no registration charge.","ಇಲ್ಲ. ಯಾವುದೇ ನೋಂದಣಿ ಶುಲ್ಕ ಇರುವುದಿಲ್ಲ."
"Whom do I contact in case of side effects from vaccination","ಲಸಿಕೆಯಿಂದ ಅಡ್ಡ ಪರಿಣಾಮಗಳಾದಲ್ಲಿ ನಾನು ಯಾರನ್ನು ಸಂಪರ್ಕಿಸಬೇಕು?"
"Why do I need a vaccination certificate?","ಲಸಿಕೆ ಪ್ರಮಾಣಪತ್ರ ನನಗೆ ಏಕೆ ಬೇಕು?"
"A COVID Vaccine Certificate (CVC) issued by the government offers an assurance to the beneficiary on the vaccination, type of vaccine used, and the provisional certificate also provides the next vaccination due","ಸರ್ಕಾರದ ವತಿಯಿಂದ ಕೊಡುವ ಕೋವಿಡ್ ಲಸಿಕೆಯ ಪ್ರಮಾಣಪತ್ರವು (CVC) ಲಸಿಕೆ ನೀಡಿಕೆ ಯಶಸ್ವಿಯಾದ ಬಗ್ಗೆ, ಲಸಿಕೆಯ ವಿಧ ಮತ್ತು ಮುಂದಿನ ಲಸಿಕೆಯ ದಿನಾಂಕದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಒದಗಿಸುತ್ತದೆ. "
"It also is an evidence for the citizen to prove to any entities which may require proof of vaccination specially in case of travel","ಲಸಿಕಾ ಪ್ರಮಾಣ ಪತ್ರವು ಸರ್ಕಾರದಿಂದ ಕೇಳಲ್ಪಟ್ಟ ಸಂದರ್ಭದಲ್ಲಿ ಮತ್ತು ಪ್ರಯಾಣದ ಸಂದರ್ಭದಲ್ಲಿ ಉಪಯೋಗವಾಗುತ್ತದೆ. "
"Vaccination not only protects individuals from disease, but also reduces their risk of spreading the virus. Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel.","ಲಸಿಕೆಯು ರೋಗವನ್ನು ತಡೆಯುವುದಷ್ಟೇ ಅಲ್ಲದೇ, ವೈರಾಣು ಹರಡುವಿಕೆಯನ್ನೂ ತಡೆಯುತ್ತದೆ. ಹಾಗಾಗಿ, ಮುಂದಿನ ದಿನಗಳಲ್ಲಿ ಲಸಿಕೆ ಪಡೆದಿರುವ ಬಗ್ಗೆ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಪ್ರಸ್ತುತಪಡಿಸುವುದು ಸಾಮಾಜಿಕ ಸೇರುವಿಕೆಗೆ ಮತ್ತು ಅಂತರರಾಷ್ಟ್ರೀಯ ಪ್ರಯಾಣಕ್ಕೆ ಅಗತ್ಯವಾಗಿರುತ್ತದೆ. "
"Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel.","ಮುಂದಿನ ದಿನಗಳಲ್ಲಿ ಸಾಮಾಜಿಕ ಸೇರುವಿಕೆಗೆ ಮತ್ತು ಅಂತರರಾಷ್ಟ್ರೀಯ ಪ್ರಯಾಣಕ್ಕೆ ಲಸಿಕೆಯ ಪ್ರಮಾಣಪತ್ರವನ್ನು ತೋರಿಸುವುದು ಅಗತ್ಯವಾಗಲಿದೆ"
"Who is responsible for providing the vaccination certificate?","ಲಸಿಕೆ ಪ್ರಮಾಣಪತ್ರವನ್ನು ನೀಡಲು ಯಾರು ಜವಾಬ್ದಾರರು?"
"The Vaccination Centre is responsible for generating your certificate and for providing a printed copy post vaccination on the day of vaccination itself. Please do insist on receiving the certificate at the Centre. For Private Hospitals, the charges for providing a printed copy of the certificate are included in the service charge for vaccination.","ನಿಮ್ಮ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಸೃಷ್ಟಿಸುವ ಮತ್ತು ಅದರ ಮುದ್ರಿತ ಪ್ರತಿಯನ್ನು ಲಸಿಕೆ ಪಡೆದ ನಂತರ ಅದೇ ದಿನ ನಿಮಗೆ ಕೊಡುವ ಹೊಣೆಗಾರಿಕೆ ಆ ಲಸಿಕಾ ಕೇಂದ್ರದ್ದಾಗಿರುತ್ತದೆ. ದಯಮಾಡಿ ಆ ಕೇಂದ್ರದಲ್ಲೇ ಪ್ರಮಾಣಪತ್ರವನ್ನು ನೀಡಲು ಆಗ್ರಹಿಸಿ. ಖಾಸಗಿ ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿ, ಪ್ರಮಾಣಪತ್ರದ ಮುದ್ರಿತ ಪ್ರತಿ ನೀಡುವ ಶುಲ್ಕವನ್ನು ಲಸಿಕೆಯ ಸೇವಾ ಶುಲ್ಕದಲ್ಲಿ ಸೇರಿಸಲಾಗಿರುತ್ತದೆ."
"Where can I download vaccination certificate from?","ಲಸಿಕೆ ಪ್ರಮಾಣಪತ್ರವನ್ನು ನಾನು ಎಲ್ಲಿಂದ ಡೌನ್ಲೋಡ್ ಮಾಡಿಕೊಳ್ಳಬೇಕು?"
Vaccination,ಲಸಿಕೆ
"Vaccine Certificate","ಲಸಿಕೆ ಪ್ರಮಾಣಪತ್ರ"
"Reporting Side effects","ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ವರದಿ ಮಾಡುತ್ತಿರುವೆ"
"You can download vaccination certificate from the Co-WIN portal (cowin.gov.in) or the Aarogya Setu app or through Digi-Locker by following the simple steps.","ನೀವು ಲಸಿಕಾ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ (cowin.gov.in) ಅಥವಾ ಆರೋಗ್ಯ ಸೇತು ಆಪ್ ನಲ್ಲಿ ಅಥವಾ ಡಿಜಿ-ಲಾಕರ್ ನಲ್ಲಿ ಮುಂದಿನ ಸರಳ  ಸಲಹೆಗಳನ್ನು ಪಾಲಿಸಿ ಡೌನ್ಲೋಡ್ ಮಾಡಿಕೊಳ್ಳಬಹುದು. "
"You may do so by using the mobile number used at the time of registration.","ಲಸಿಕೆ ದಾಖಲಾತಿಗೆ ಬಳಸಿದ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ  ಉಪಯೋಗಿಸಿ ನೀವು ಹಾಗೆ ಮಾಡಬಹುದು"
"In this context the certificate issued by Co-WIN has built in security features to guarantee genuineness of the certificate which can be digitally verified using approved utilities which are provided in Co-WIN portal.","ಈ ಸಂಬಂಧವಾಗಿ ಕೋ-ವಿನ್ ಇಂದ ನೀಡಲಾಗಿರುವ ಪ್ರಮಾಣಪತ್ರ ಅದರ ನೈಜತೆಯನ್ನು ಧೃಢೀಕರಿಸುವ ಸಲುವಾಗಿ ಆಂತರಿಕ ಭದ್ರತಾ ಲಕ್ಷಣಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ . ಇದನ್ನು ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ನೀಡಲಾಗಿರುವ ಅನುಮೋದಿತ ತಂತ್ರಾಂಶಗಳನ್ನು ಬಳಸಿ  ಪ್ರಮಾಣಪತ್ರದ ನೈಜತೆಯನ್ನು ಧೃಢೀಕರಿಸಬಹುದಾಗಿದೆ. "
"Is vaccination free at all vaccination centres?","ಎಲ್ಲಾ ಲಸಿಕಾ ಕೇಂದ್ರಗಳಲ್ಲಿ ಲಸಿಕೆ ಉಚಿತವೆ?"
"No. Currently, vaccination is free at Government hospitals and charged at INR 250 in Private hospitals for citizens aged 45 years and above.","ಇಲ್ಲ. ಸಧ್ಯಕ್ಕೆ ಲಸಿಕೆಯು ಸರ್ಕಾರೀ ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿ ಉಚಿತವಾಗಿದೆ ಮತ್ತು ಖಾಸಗಿ ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿ 45 ವರ್ಷ ಮೇಲ್ಪಟ್ಟ ವ್ಯಕ್ತಿಗಳಿಗೆ ₹ 250 ಶುಲ್ಕವಿದೆ"
"From 1st May onwards, the Vaccination for people of 45 years or more will continue to be free at the Government facilities","ಮೇ ಒಂದನೇ ತಾರೀಖಿನಿಂದ ೪೫ ವರ್ಷ ಅಥವಾ ಹೆಚ್ಚಿನ ವಯಸ್ಸಿನ ನಾಗರೀಕರಿಗೆ ಸರ್ಕಾರಿ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಲಸಿಕೆ ಉಚಿತವಾಗಿಯೇ ಮುಂದುವರೆಯುವುದು "
"For people between 18 to 44 years the States will announce the policy relating to payment. Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking.","೧೮-೪೪ ವಯಸ್ಸಿನ ಜನರಿಗೆ ಆಯಾ ರಾಜ್ಯಗಳು ಹಣ ಪಾವತಿ ಸಂಬಂಧಿಸಿದಂತೆ ತಮ್ಮ ರೀತಿನೀತಿಗಳನ್ನು ಘೋಷಿಸುತ್ತವೆ. ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳು ನಿರ್ಧರಿಸುತ್ತವೆ ಮತ್ತು  ಕಾಯ್ದಿರಿಸುವ ವೇಳೆಯಲ್ಲಿ ನೀವು ಪ್ರತಿ ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ನೋಡಬಹುದು."
"Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking.","ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳು ನಿರ್ಧರಿಸುತ್ತವೆ ಮತ್ತು  ಕಾಯ್ದಿರಿಸುವ ವೇಳೆಯಲ್ಲಿ ನೀವು ಪ್ರತಿ ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ನೋಡಬಹುದು."
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago.","ಲಸಿಕಾ ಕೇಂದ್ರಗಳಿಗೆ ಓರ್ವ ವ್ಯಕ್ತಿಗೆ ಎರಡನೇ ಡೋಸ್ ಕೊಡುವಾಗ, ಈಗಾಗಲೇ ನೀಡಲಾಗಿರುವ ಮೊದಲನೇ ಡೋಸ್ ಮತ್ತು ಈಗ ನೀಡಲಾಗುತ್ತಿರುವ ಎರಡನೇ ಡೋಸ್ ಎರಡು ಕೂಡ ಒಂದೇ ಆಗಿರುತ್ತದೆ ಮತ್ತು ಮೊದಲನೇ ಡೋಸ್ ನೀಡಿ ೨೮ ದಿನಗಳು ಕಳೆದಿವೆ ಎಂದು ಖಾತ್ರಿ ಪಡಿಸಿಕೊಳ್ಳಲು ನಿರ್ದೇಶಿಸಲಾಗಿದೆ."
"You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator.","ಲಸಿಕೆ ನೀಡುವವರ ಬಳಿ ಲಸಿಕೆಯ ಬಗೆ ಹಾಗು ಮೊದಲನೇ ಡೋಸ್ ಪಡೆದ ದಿನಾಂಕ ಈ ವಿವರಗಳನ್ನು ನೀವು ಸರಿಯಾಗಿ ನೀಡಬೇಕು. "
"You should carry your vaccine certificate issued after the first dose.","ಮೊದಲ ಡೋಸ್ ನಂತರ ನಿಮಗೆ ನೀಡಲಾದ ಲಸಿಕಾ ಪ್ರಮಾಣಪತ್ರವನ್ನು ತರಬೇಕು."
"Can I check the price of the vaccine?","ನಾನು ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ಪರೀಕ್ಷಿಸಬಹುದೇ?"
"Frequently Asked Questions on Co-WIN","ಕೋ-ವಿನ್ ಬಗ್ಗೆ ಸಾಮಾನ್ಯವಾಗಿ ಕೇಳಲಾಗುವ ಪ್ರಶ್ನೆಗಳು"
"Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.","ಹೌದು, ಈ ವ್ಯವಸ್ಥೆಯು ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ಪಡೆಯುವ ವೇಳೆಯಲ್ಲಿ, ಲಸಿಕೆಯ ಬೆಲೆಯನ್ನು ಲಸಿಕಾ ಕೇಂದ್ರದ ಹೆಸರಿನ ಕೆಳಗೆ ತೋರಿಸುತ್ತದೆ."
"Can I choose the vaccine?","ನಾನು ಲಸಿಕೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿಕೊಳ್ಳಬಹುದೇ?"
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","ಈ ವ್ಯವಸ್ಥೆಯು ನೀವು ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ಕಾಯ್ದಿರಿಸುವ ವೇಳೆಯಲ್ಲಿ ಪ್ರತಿಯೊಂದು ಲಸಿಕಾ ಕೇಂದ್ರದಲ್ಲಿ ನೀಡಲಾಗುತ್ತಿರುವ ಲಸಿಕೆಯ ಮಾಹಿತಿಯನ್ನು ತೋರಿಸುತ್ತದೆ. ನಾಗರೀಕರು ತಮ್ಮ ಇಚ್ಛೆಯಂತೆ ತಮಗೆ ಬೇಕಾದ ಲಸಿಕೆಯ ಆಧಾರದ ಮೇಲೆ ಲಸಿಕಾ ಕೇಂದ್ರವನ್ನು ಆಯ್ಕೆ ಮಾಡಿಕೊಳ್ಳಬಹುದು. ಆದರೂ ಈ ಆಯ್ಕೆಗಳು ಸರ್ಕಾರಿ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಇರದೇ ಇರಬಹುದು."
"What precautions should I take at the time of 2nd dose vaccination?","ನಾನು ಲಸಿಕೆಯ ಎರಡನೇ ಡೋಸ್ ತೆಗೆದುಕೊಳ್ಳುವ ಸಮಯದಲ್ಲಿ ಯಾವ ಮುನ್ನೆಚ್ಚರಿಕೆ ಕ್ರಮಗಳನ್ನು ಪಾಲಿಸಬೇಕು?"
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose.","ಲಸಿಕಾ ಕೇಂದ್ರಗಳಿಗೆ ಓರ್ವ ವ್ಯಕ್ತಿಗೆ ಎರಡನೇ ಡೋಸ್ ಕೊಡುವಾಗ, ಈಗಾಗಲೇ ನೀಡಲಾಗಿರುವ ಮೊದಲನೇ ಡೋಸ್ ಮತ್ತು ಈಗ ನೀಡಲಾಗುತ್ತಿರುವ ಎರಡನೇ ಡೋಸ್ ಎರಡು ಕೂಡ ಒಂದೇ ಆಗಿರುತ್ತದೆ ಮತ್ತು ಮೊದಲನೇ ಡೋಸ್ ನೀಡಿ ೨೮ ದಿನಗಳು ಕಳೆದಿವೆ ಎಂದು ಖಾತ್ರಿ ಪಡಿಸಿಕೊಳ್ಳಲು ನಿರ್ದೇಶಿಸಲಾಗಿದೆ. ನೀವು ಮೊದಲನೇ ಲಸಿಕೆಯ ಹೆಸರು ಹಾಗು ಮೊದಲ ಲಸಿಕೆ ನೀಡಲಾದ ದಿನಾಂಕದ ಬಗ್ಗೆ ಲಸಿಕೆ ನೀಡುವವರ ಬಳಿ ಸರಿಯಾದ ಮಾಹಿತಿಯನ್ನು ನೀಡಬೇಕು. ನೀವು ನಿಮಗೆ ಮೊದಲನೇ ಡೋಸ್ ನಂತರ ನೀಡಲಾದ ಪ್ರಮಾಣಪತ್ರವನ್ನು ನಿಮ್ಮೊಡನೆ ಕೊಂಡೊಯ್ಯಬೇಕು."
"Can I get vaccinated with 2nd dose in a different State/District?","ನಾನು ಲಸಿಕೆಯ ಎರಡನೇ ಡೋಸ್ ಅನ್ನು ಬೇರೊಂದು ರಾಜ್ಯ/ಜಿಲ್ಲೆಯಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?"
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","ಹೌದು, ನೀವು ಯಾವುದಾದರು ಜಿಲ್ಲೆ/ರಾಜ್ಯದಲ್ಲಿ ಲಸಿಕೆ ಪಡೆಯಬಹುದಾಗಿದೆ. ಇದರಲ್ಲಿ ಒಂದು ನಿರ್ಬಂಧ ಏನೆಂದರೆ ನೀವು ಮೊದಲು ತೆಗೆದುಕೊಂಡ ಲಸಿಕೆಯನ್ನು ನೀಡುತ್ತಿರುವ ಕೇಂದ್ರಗಳಲ್ಲಿ ಮಾತ್ರ ಲಸಿಕೆ ಪಡೆಯಬಹುದು."
"Which documents should I carry with me for vaccination?","ನಾನು ಲಸಿಕೆ ಪಡೆಯಲು ನನ್ನೊಡನೆ ಯಾವ ದಾಖಲೆಗಳನ್ನು ಕೊಂಡೊಯ್ಯಬೇಕು?"
"You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.","ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ದಾಖಲಾತಿ ವೇಳೆಯಲ್ಲಿ ನೀವು ನೀಡಿದ ಗುರುತಿನ ಚೀಟಿಯನ್ನು ಮತ್ತು ನಿಮ್ಮ ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ಚೀಟಿಯ ಮುದ್ರಿತ  ಪ್ರತಿ / ಸ್ಕ್ರೀನ್ಶಾಟ್ ಕೊಂಡೊಯ್ಯಬೇಕು."
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","ನಾನು ಕೋ-ವಿನ್ ಜಾಲತಾಣದಲ್ಲಿ ನನ್ನನ್ನು ದಾಖಲಿಸಿಕೊಂಡಿರುತ್ತೇನೆ. ಆದರೂ ನಾನು ಯಾವುದೇ ಬುಕ್ಕಿಂಗ್ ಮಾಡಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ ಯಾಕೆಂದರೆ ನನ್ನ ಸ್ಥಳದ ಬಳಿ ಯಾವುದೇ ಲಸಿಕಾ ಕೇಂದ್ರ ಕಾಣಿಸುತ್ತಿಲ್ಲ ?"
"Yes, it is possible that no facility near your place has published their vaccination program as yet. You may wait for some time till vaccination facilities near your place are onboarded on Co-Win platform, become active and start their services.","ಹೌದು, ಬಹುಷಃ ನಿಮ್ಮ ಸ್ಥಳದ ಹತ್ತಿರವಿರುವ ಯಾವೊಂದು ಕೇಂದ್ರವು ತಮ್ಮ ಲಸಿಕಾ ಕಾರ್ಯಕ್ರಮವನ್ನು ಪ್ರಕಟಿಸಿಲ್ಲದೇ ಇರಬಹುದು. ಅಂತಹ ಕೇಂದ್ರಗಳು ಕೋ-ವಿನ್ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಭಾಗಿಯಾಗಿ ಕಾರ್ಯ ನಿರ್ವಹಿಸಲು ಆರಂಭಿಸುವವರೆಗೂ ನೀವು ಕಾಯಬೇಕಾಗುತ್ತದೆ ."
"2nd dose scheduling","ಎರಡನೇ ಲಸಿಕೆ ಪಡೆಯಲು ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ನಿಗದಿ ಮಾಡಿಕೊಳ್ಳುವುದು"
"Is it necessary to take 2nd dose of vaccination?","ಲಸಿಕೆಯ ಎರಡನೇ ಡೋಸ್ ತೆಗೆದುಕೊಳ್ಳುವುದು ಅವಶ್ಯಕವೇ?"
"Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type.","ಹೌದು. ಲಸಿಕೆಯ ಪೂರ್ಣ ಪ್ರಮಾಣದ ಲಾಭ ಪಡೆಯಲು ಲಸಿಕೆಯ ಎರಡೂ ಡೋಸುಗಳನ್ನು ಪಡೆಯಬೇಕೆಂದು ಶಿಫಾರಸು ಮಾಡಲಾಗಿದೆ. ಲಸಿಕೆಯ ಎರಡೂ ಡೋಸುಗಳು ಒಂದೇ ಬಗೆಯವಾಗಿರಬೇಕು. "
