word,replacedWord
What are the options if one citizen is aged 45 or above and other is aged 18 or above?,"একজন নাগরিকের বয়স ৪৫ বা তার বেশি এবং অন্য ১৮ বছর বা তার বেশি বয়সী হলে বিকল্পগুলি কী কী?
"
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per Stateâ€™s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.","যদি একজন নাগরিকের বয়স ৪৫ বা তার বেশি হয় এবং অন্য নাগরিক ১৮ থেকে ৪৪ বছর বয়সী এবং উভয়ই সম্মিলিত অ্যাপয়েন্টমেন্ট বুক করতে চান, তবে কেবলমাত্র ব্যক্তিগত বেতনভোগী টিকা কেন্দ্র বা রাষ্ট্রের নীতি অনুসারে টিকা কেন্দ্রগুলি উপলব্ধ করা হবে। তবে, এটি হতে পারে যে কেবল ৪৫ বছর বা তার বেশি বয়সের লোকদের জন্য পরিষেবা সরবরাহ করা কিছু হাসপাতাল কম বয়সের লোকদের জন্য অ্যাপয়েন্টমেন্ট বুকিংয়ের অনুমতি দিতে নাও পারে। সেক্ষেত্রে আপনি একের পর এক বুকিং করতে পারেন।"
Can I check the vaccine being administered at each vaccination centre?,আমি কি প্রতিটি টিকা কেন্দ্রে কোন ভ্যাকসিন দেওয়া হচ্ছে তা জানতে পারি?
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","হ্যাঁ, টিকা দেওয়ার অ্যাপয়েন্টমেন্টের সময় নির্ধারণের সময়, সিস্টেমটি ভ্যাকসিন কেন্দ্রের নাম এবং বেসরকারী হাসপাতালের ক্ষেত্রে যে ভ্যাকসিন পরিচালিত হবে তার নামও প্রদর্শন করবে। সরকারী হাসপাতালগুলি ভ্যাকসিনের নাম নাও দেখাতে পারে।
"
Can I download appointment slip?,আমি কি অ্যাপয়েন্টমেন্ট স্লিপ ডাউনলোড করতে পারি?
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.","হ্যাঁ, অ্যাপয়েন্টমেন্টের সময় নির্ধারণ হওয়ার পরে অ্যাপয়েন্টমেন্ট স্লিপ ডাউনলোড করা যাবে।
"
How can I find the nearest vaccination centre?,"আমি কীভাবে নিকটতম টিকা কেন্দ্র পেতে পারি?
"
Search by PIN,পিন দ্বারা অনুসন্ধান করুন
Search by District,জেলা দ্বারা অনুসন্ধান করুন
You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District.,"আপনি পিন কোডের মাধ্যমে অনুসন্ধান করে অথবা রাজ্য ও জেলা নির্বাচন করে আপনার অবস্থানের নিকটবর্তী টিকা কেন্দ্রের জন্য কো-ওয়াইন পোর্টাল (বা আরোগ্য সেতু) অনুসন্ধান করতে পারেন।
"
Can I reschedule my appointment?,আমি কি আমার অ্যাপয়েন্টমেন্টের সময় বদলাতে পারি?
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on Ã¢â‚¬Å“RescheduleÃ¢â‚¬Â tab.","অ্যাপয়েন্টমেন্টটি যে কোনও সময় পুনরায় নির্ধারণ করা যেতে পারে। আপনি অ্যাপয়েন্টমেন্টের তারিখে টিকা নিতে যেতে না পারার ক্ষেত্রে, আপনি ""Reschedule"" ট্যাবে ক্লিক করে অ্যাপয়েন্টমেন্টটি পুনরায় নির্ধারণ করতে পারেন।"
Do I have an option for cancellation of appointment?,আমার কাছে অ্যাপয়েন্টমেন্ট বাতিল করার জন্য কী বিকল্প আছে?
What if I cannot go for vaccination on the date of appointment?,আমি অ্যাপয়েন্টমেন্টের তারিখে টিকা দিতে না পারলে কী হয়?
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.","হ্যাঁ, আপনি ইতিমধ্যে নির্ধারিত একটি অ্যাপয়েন্টমেন্ট বাতিল করতে পারেন। আপনি অ্যাপয়েন্টমেন্টটি পুনরায় নির্ধারণ করতে এবং আপনার সুবিধার জন্য আরও একটি তারিখ বা সময় স্লট পছন্দ করতে পারেন।
"
Where will I receive confirmation of date and time of vaccination?,আমি টিকা নেওয়ার তারিখ এবং সময়টির নিশ্চয়তা কোথায় পাব?
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.","একবার অ্যাপয়েন্টমেন্ট নির্ধারিত হয়ে গেলে, আপনি আপনার নিবন্ধিত মোবাইল নম্বরে আসা এস.এম.এস.-এ অ্যাপয়েন্টমেন্টের জন্য বেছে নেওয়া টিকা কেন্দ্র, তারিখ এবং সময় স্লটের বিবরণ পাবেন। আপনি অ্যাপয়েন্টমেন্ট স্লিপ ডাউনলোড করে এটি প্রিন্ট করতে পারেন বা এটি আপনার স্মার্ট ফোনে রাখতে পারেন।"
Can I get vaccination without appointment?,"আমি অ্যাপয়েন্টমেন্ট ছাড়াই টিকা পেতে পারি?
"
Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres.,"৪৫ বছর বা তার বেশি বয়সের নাগরিকরা অনলাইনে অ্যাপয়েন্টমেন্ট নির্ধারণ করতে পারেন বা টিকা কেন্দ্রগুলিতে ওয়াক-ইন করতে পারেন।
"
"Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination.However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","১৮-৪৪ বছর বয়সী নাগরিকদের বাধ্যতামূলকভাবে রেজিস্ট্রেশন ও অনলাইনে অ্যাপয়েন্টমেন্ট নির্ধারণ করা উচিত। যদিও, সমস্ত নাগরিককে নির্ঝঞ্ঝাটভাবে টিকাদানের অভিজ্ঞতার জন্য অনলাইন রেজিস্ট্রেশন এবং টিকা দেওয়ার সময়সূচী নির্ধারণ করার পরামর্শ দেওয়া হয়।
"
Can I check the price of the vaccine?,আমি কি ভ্যাকসিনের দাম জানতে করতে পারি?
Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.,"হ্যাঁ, অ্যাপয়েন্টমেন্টের সময় নির্ধারণের সময় সিস্টেমটি ভ্যাকসিনেশন কেন্দ্রের নীচে ভ্যাকসিনের মূল্য প্রদর্শন করবে।
"
Can I choose the vaccine?,আমি কি ভ্যাকসিনটি বেছে নিতে পারি?
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","অ্যাপয়েন্টমেন্টের সময় নির্ধারণের সময় সিস্টেমটি প্রতিটি টিকা কেন্দ্রে কোন ভ্যাকসিনটি দেওয়া হচ্ছে তা দেখায়। নাগরিকরা তাদের পছন্দ অনুযায়ী ভ্যাকসিন সেন্টারটি বেছে নিতে পারেন ভ্যাকসিন দেওয়া হচ্ছে তবে, এই পছন্দটি সরকারি সুযোগ-সুবিধায় পাওয়া যাবে না।"
What precautions should I take at the time of 2nd dose vaccination?,দ্বিতীয় ডোজ টিকা দেওয়ার সময় আমার কী সাবধানতা অবলম্বন করা উচিত?
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose.","ভ্যাকসিনেশন কেন্দ্রগুলিকে নির্দেশ দেওয়া হয়েছে যে, কোনও নাগরিক দ্বিতীয় ডোজ নেওয়ার সময় তাকে নিশ্চিত করতে হবে যে প্রথম ডোজটি দ্বিতীয় ডোজ দেওয়ার অন্ততপক্ষে ২৮ দিন পূর্বে নিয়েছিলেন এবং সেই সময় একই ভ্যাকসিন নিয়েছিলেন। আপনার ভ্যাকসিনের ধরণ এবং প্রথম ডোজ ভ্যাকসিনের তারিখটি সঠিকভাবে ভ্যাক্সিনেটরকে প্রদর্শন করা উচিত। আপনার প্রথম ডোজের পরে পাওয়া ভ্যাকসিন শংসাপত্র বহন করা উচিত।"
Can I get vaccinated with 2nd dose in a different State/District?,আমি কি আলাদা রাজ্য / জেলাতে ২য় ডোজ টিকা দিতে পারি?
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","হ্যাঁ, আপনি যে কোনও রাজ্য / জেলাতে টিকা নিতে পারেন। কেবলমাত্র সীমাবদ্ধতা হ'ল আপনি কেবলমাত্র সেই কেন্দ্রগুলিতে ভ্যাকসিন নিতে সক্ষম হবেন যেখানে আপনাকে দেওয়া প্রথম ডোজের একি ভ্যাকসিন সরবরাহ করছে।
"
Which documents should I carry with me for vaccination?,"টিকা দেওয়ার জন্য আমার সাথে কোন ডকুমেন্টগুলি বহন করা উচিত?
"
You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.,"কো-ওয়াইন পোর্টালে রেজিস্ট্রেশনের সময় আপনার নির্দিষ্ট করা পরিচয় প্রমাণ এবং আপনার অ্যাপয়েন্টমেন্ট স্লিপের একটি প্রিন্টআউট / স্ক্রিনশট বহন করা উচিত।
"
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","আমি কো-উইন পোর্টালে নিজেকে রেজিস্টার করেছি। তবে, আমি আমার অঞ্চলের কাছে কোনও টিকাকেন্দ্র দেখতে পারছি না বলে আমি কোনও বুকিং করতে পারছি না?"
