word,replacedWord
Up to 4 people can be registered for vaccination using the same mobile number,एकाच मोबाईल नंबरद्वारे को-विन पोर्टलवर जास्तीत जास्त ४ जणांची नोंदणी करता येते.
Citizens can take help from friends or family for online registration,नागरिकांना ऑनलाईन नोंदणीसाठी मित्र किंवा परिवाराकडून मदत घेता येईल
Can I register for vaccination without Aadhaar card?,आधार कार्ड नसल्यास मला लसीकरणासाठी नोंदणी करता येईल का?
"Yes, you can register on Co-WIN portal using any of the following ID proofs","हो, आपण को-विन पोर्टलवर यापैकी कुठलेही ओळखपत्र वापरून नोंदणी करू शकता"
Aadhaar card,आधार कार्ड
Driving License,वाहनचालक परवाना
PAN card,पॅन कार्ड
Passport,पासपोर्ट
Pension Passbook,पेन्शन पासबुक
NPR Smart Card,एनपीआर स्मार्ट कार्ड
Voter ID,मतदार ओळखपत्र
Is there any registration charges to be paid?,काही नोंदणी शुल्क भरावे लागेल का?
No. There is no registration charge.,नाही. कोणतेही नोंदणी शुल्क नाही.
Whom do I contact in case of side effects from vaccination,लसीकरणामुळे काही दुष्परिणाम झाल्यास कोणाशी संपर्क साधावा?
Why do I need a vaccination certificate?,माझ्याकडे लसीकरण प्रमाणपत्र असणे गरजेचे का आहे?
"A COVID Vaccine Certificate (CVC) issued by the government offers an assurance to the beneficiary on the vaccination, type of vaccine used, and the provisional certificate also provides the next vaccination due","शासनाने जाहीर केलेले कोविड लसीकरण प्रमाणपत्र (सीव्हीसी) लाभार्थीला लसीकरण, वापरलेल्या लसीचा प्रकार, यांची हमी देते शिवाय पुढील लसीकरणाची तारीखही दाखवते. "
It also is an evidence for the citizen to prove to any entities which may require proof of vaccination specially in case of travel,"शिवाय, नागरिकांना ते गरज पडल्यास कुठल्याही संस्थांना, विशेषतः प्रवास करताना, लसीकरणाचा दाखला म्हणून दाखवता येईल."
"Vaccination not only protects individuals from disease, but also reduces their risk of spreading the virus. Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel.","लसीकरण आपले केवळ आजारापासून रक्षण करत नाही, तर विषाणूचा संसर्ग होण्याचा धोकाही कमी करतो. म्हणून, भविष्यात विशिष्ट प्रकारच्या सामाजिक व्यवहार आणि आंतरराष्ट्रीय पर्यटनासाठी प्रमाणपत्र सादर करणे गरजेचे होऊ शकते."
"Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel.","म्हणून, भविष्यात विशिष्ट प्रकारच्या सामाजिक व्यवहार आणि आंतरराष्ट्रीय पर्यटनासाठी प्रमाणपत्र सादर करणे गरजेचे होऊ शकते."
Who is responsible for providing the vaccination certificate?,लसीकरण प्रमाणपत्र देण्यासाठी कोण जबाबदार आहे?
"The Vaccination Centre is responsible for generating your certificate and for providing a printed copy post vaccination on the day of vaccination itself. Please do insist on receiving the certificate at the Centre. For Private Hospitals, the charges for providing a printed copy of the certificate are included in the service charge for vaccination.",लसीकरणाच्या दिवशीच आपले प्रमाणपत्र तयार करून लसीकरणानंतर एक छापील प्रत पुरवण्याची जबाबदारी लसीकरण केंद्राची आहे. कृपया केंद्रावर प्रमाणपत्र मिळेल याची खात्री करा. खासगी रुग्णालयांकरिता प्रमाणपत्राची छापील प्रत मिळण्याचे शुल्क लसीकरणाच्या सेवाशुल्कात  समाविष्ट आहे
Where can I download vaccination certificate from?,मला लसीकरण प्रमाणपत्र कुठून डाऊनलोड करता येईल?
Vaccination,लसीकरण
Vaccine Certificate,लसीकरण प्रमाणपत्र
Reporting Side effects,दुष्परिणामांची माहिती देणे
You can download vaccination certificate from the Co-WIN portal (cowin.gov.in) or the Aarogya Setu app or through Digi-Locker by following the simple steps.,आपण को-विन पोर्टल अथवा आरोग्य सेतू ॲप अथवा डिजी-लॉकरमार्फत काही सोप्या सूचनांचे पालन करून लसीकरण प्रमाणपत्र डाऊनलोड करू शकता. 
You may do so by using the mobile number used at the time of registration.,आपण नोंदणी करते वेळी दिलेला मोबाईल नंबर वापरून हे करू शकता. 
In this context the certificate issued by Co-WIN has built in security features to guarantee genuineness of the certificate which can be digitally verified using approved utilities which are provided in Co-WIN portal.,या संदर्भात को-विनद्वारे जाहीर करण्यात आलेल्या प्रमाणपत्राचे सत्यापन करण्यासाठी त्यात अंतर्गत सुरक्षा वैशिष्ट्ये आहेत. ती को-विन पोर्टलवर पुरवलेल्या मान्यताप्राप्त सुविधांद्वारे पडताळून पाहता येतात.
Is vaccination free at all vaccination centres?,सर्व केंद्रांवर लसीकरण मोफत आहे का?
"No. Currently, vaccination is free at Government hospitals and charged at INR 250 in Private hospitals for citizens aged 45 years and above.",नाही. सध्या लसीकरण शासकीय रुग्णालयात मोफत असून खासगी रुग्णालयात ४५ वर्षे व त्याहून अधिक वयाच्या नागरिकांना रू. २५० शुल्क आकारण्यात येत आहे 
"From 1st May onwards, the Vaccination for people of 45 years or more will continue to be free at the Government facilities",१ मे पासून ४५ वर्षे व त्याहून अधिक वयाच्या नागरिकांना शासकीय सुविधांमध्ये लसीकरण मोफत करण्यात येईल 
For people between 18 to 44 years the States will announce the policy relating to payment. Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking.,१८ ते ४४ वर्षे वयोगटातील लोकांकरिता शुल्क भरण्याची योजना राज्य शासनातर्फे ठरवण्यात येईल. खासगी सुविधांमध्ये लसीकरणाचे शुल्क असून बुकिंग करते वेळी प्रत्येक लसीचे शुल्क आपल्याला पाहता येईल. 
Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking.,खासगी सुविधांमध्ये लसीकरणाचे शुल्क असून बुकिंग करते वेळी प्रत्येक लसीचे शुल्क आपल्याला पाहता येईल. 
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago.",लसीकरण केंद्रांना सूचना आहेत की कुठल्याही नागरिकाला दुसरा डोस देते वेळी त्याने पहिला डोस हा सारख्याच लसीचा घेतला असून तो किमान २८ दिवसांपूर्वी देण्यात आला होता याची खात्री करून घ्यावी. 
You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator.,लस देणाऱ्याला आपण लसीचा प्रकार आणि पहिला डोस मिळण्याच्या तारखेसंबंधी योग्य ती माहिती द्यावी
You should carry your vaccine certificate issued after the first dose.,आपण पहिल्या डोसनंतर जाहीर करण्यात आलेले प्रमाणपत्र सोबत ठेवावे
Can I check the price of the vaccine?,मला लसीचे शुल्क तपासून पाहता येईल का?
Frequently Asked Questions on Co-WIN,को-विनवर नेहमी विचारण्यात येणारे प्रश्न
Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.,हो. कालावधी निश्चित करते वेळी प्रणालीत लसीकरण केंद्राच्या नावाखाली लसीची किंमत दाखवण्यात येईल.
Can I choose the vaccine?,मला लस निवडता येईल का?
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","प्रणालीत अपॉईंटमेंट घेते वेळी प्रत्येक लसीकरण केंद्रात देण्यात येणाऱ्या लसीची माहिती दाखवण्यात येईल. नागरिक आपल्या पसंतीची लस देणारे लसीकरण केंद्र निवडू शकतात. मात्र, शासकीय सुविधांमध्ये अशी निवड करता येणार नाही"
What precautions should I take at the time of 2nd dose vaccination?,दुसरा डोस घेतेवेळी मी काय काळजी घ्यायला हवी?
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose.",लसीकरण केंद्रांना सूचना आहेत की कुठल्याही नागरिकाला दुसरा डोस देते वेळी त्याने पहिला डोस हा सारख्याच लसीचा घेतला असून तो किमान २८ दिवसांपूर्वी देण्यात आला होता याची खात्री करून घ्यावी. लस देणाऱ्याला आपण लसीचा प्रकार आणि पहिला डोस मिळण्याच्या तारखेसंबंधी योग्य ती माहिती द्यावी. आपण पहिल्या डोसनंतर जाहीर करण्यात आलेले प्रमाणपत्र सोबत ठेवावे.
Can I get vaccinated with 2nd dose in a different State/District?,मला दुसरा डोस वेगळ्या राज्यात/जिल्ह्यात घेता येईल का?
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","हो, आपण कुठल्याही राज्यात/जिल्ह्यात लस घेऊ शकता. केवळ एकच अट आहे की त्या लसीकरण केंद्रात आपण ज्या लसीचा पहिला डोस घेतला तीच लस देण्यात येत आहे"
Which documents should I carry with me for vaccination?,लसीकरण करते वेळी मी कुठले कागदपत्र सोबत ठेवावे?
You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.,आपण को-विन पोर्टलवर नोंदणी करते वेळी सादर केलेले आपले ओळखपत्र आणि आपल्या पावतीची छापील प्रत/स्क्रीनशॉट सोबत ठेवावे.
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","मी को-विन पोर्टलवर स्वतःची नोंदणी केली आहे. मात्र, माझ्या घराजवळ एकही लसीकरण केंद्र नसल्यामुळे मला बुकिंग करता येत नाही, असे का? "
"Yes, it is possible that no facility near your place has published their vaccination program as yet. You may wait for some time till vaccination facilities near your place are onboarded on Co-Win platform, become active and start their services.","हो, आपल्या घराजवळच्या लसीकरण सुविधेने अजून आपल्या लसीकरण कार्यक्रमाची माहिती प्रकाशित केली नाही हे संभव आहे. आपण आपल्या घराजवळच्या लसीकरण सुविधा को-विनवर येऊन, सक्रिय होऊन आपल्या सेवा सुरू करण्याची वाट पाहू शकता. "
2nd dose scheduling,दुसरा डोस निवडताना
Is it necessary to take 2nd dose of vaccination?,लसीचा दुसरा डोस घेणे गरजेचे आहे का?
Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type.,हो. लसीकरणाचा पूर्ण लाभ घेण्यासाठी लसीचे दोन्ही डोस घेणे आवश्यक आहे. दोन्ही डोस एकाच प्रकारच्या लसीचे असावे.
When should I take the 2nd dose of vaccination?,लसीचा दुसरा डोस कधी घ्यावा?
Will my 2nd dose appointment be automatically scheduled by Co-WIN system?,को-विन प्रणालीद्वारे माझ्या दुसऱ्या डोसची अपॉईंटमेंट आपोआप घेण्यात येईल का?
No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.,नाही. आपण लसीच्या दुसऱ्या डोसची अपॉईंटमेंट घेणे गरजेचे आहे. ही प्रणाली आपण पहिल्या डोससाठी जी लस (कोवॅक्सिन किंवा कोव्हिशिल्ड) घेतली त्याच लसीचा दुसरा डोस देणाऱ्या लसीकरण केंद्रावर बुकिंग करण्यात मदत करेल
Whom can I contact if I have some problems related to my online registration of appointment?,ऑनलाईन नोंदणी संदर्भात मला काही अडचण आल्यास मी कोणाशी संपर्क साधावा?
You can call on the national helpline Ã¢â‚¬Ëœ1075Ã¢â‚¬â„¢ for information and guidance on COVID-19 vaccination and Co-WIN software related queries.,कोविड-१९ संबंधी मार्गदर्शन आणि को-विन सॉफ्टवेअरशी निगडित समस्यांसाठी आपण राष्ट्रीय हेल्पलाईनवर संपर्क साधू शकता.
Scheduling Appointment,अपॉईंटमेंट घेणे
Can I book an appointment for vaccination in the Co-WIN portal?,मला कोविन पोर्टलवर अपॉईंटमेंट घेता येईल का?
"Yes, you can book appointment for vaccination through Co-WIN portal after logging-in to the Co-WIN Portal through your registered mobile number. The system will show vaccination centres that allow vaccination as per the age of the citizen entered in the registration portal.","हो, को-विन पोर्टलवर आपल्या नोंदणीकृत मोबाईल नंबरद्वारे लॉग इन केल्यावर आपण को-विन पोर्टलमार्फत अपॉइंटमेंट घेऊ शकता. या प्रणालीद्वारे नोंदणीकृत नागरिकाच्या वयानुसार लसीकरण चालू असलेल्या केंद्रांची माहिती दाखवण्यात येते."
What are the options if one citizen is aged 45 or above and other is aged 18 or above?,एक नागरिक ४५ वर्षे व त्याहून अधिक वयाचा आणि दुसरा १८ वर्षे व त्याहून अधिक वयाचा असल्यास काय करावे?
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per Stateâ€™s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.","जर एक नागरिक ४५ वर्षे व त्याहून अधिक वयाचा आणि दुसरा १८ वर्षे व त्याहून अधिक वयाचा असेल आणि दोघांनाही एकत्र अपॉइंटमेंट घ्यायची असेल तर केवळ खासगी लसीकरण केंद्र किंवा राज्य शासनाच्या निर्णयानुसार लसीकरण केंद्र उपलब्ध करून देण्यात येतील. मात्र, जिथे केवळ ४५ वर्षे व त्याहून अधिक वयाच्या व्यक्तींनाच सेवा मिळत आहे, असे काही रुग्णालय कमी वयाच्या व्यक्तींना कदाचित अपॉईंटमेंट घेऊ देणार नाहीत. अशा वेळी आपण एकेक करून बुकिंग करू शकता."
Can I check the vaccine being administered at each vaccination centre?,मला प्रत्येक लसीकरण केंद्रात देण्यात येणारी लस तपासून पाहता येईल का? 
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","हो, लसीकरणासाठी अपॉईंटमेंट घेताना ही प्रणाली आपल्याला खासगी रुग्णालयाच्या बाबतीत लसीकरण केंद्राच्या नावासोबत लसीचे नावही दाखवेल. शासकीय रुग्णालयात लसीचे नाव दिसेलच असे नाही."
Can I download appointment slip?,मला अपॉईंटमेंटची पावती डाऊनलोड करता येईल का? 
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.","हो, अपॉइंटमेंट घेतल्यावर अपॉइंटमेंटची पावती डाऊनलोड करता येईल."
How can I find the nearest vaccination centre?,जवळचे लसीकरण केंद्र कसे शोधावे?
Search by PIN,पिनकोडनुसार शोधा
Search by District,जिल्ह्यानुसार शोधा
You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District.,आपण को-विन पोर्टलमध्ये (किंवा आरोग्य सेतू) पिनकोडद्वारे किंवा राज्य आणि जिल्हा निवडून आपल्या जवळचे लसीकरण केंद्र शोधू शकता.
Can I reschedule my appointment?,मला आपल्या अपॉइंटमेंटची वेळ बदलता येईल का?
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on Ã¢â‚¬Å“RescheduleÃ¢â‚¬Â tab.",अपॉईंटमेंटची वेळ कधीही बदलता येते. आपण अपॉईंटमेंट बदलून आपल्या सोयीनुसार दुसरी तारीख किंवा कालावधी निवडू शकता
Do I have an option for cancellation of appointment?,अपॉईंटमेंट रद्द करण्याचा पर्याय आहे का?
What if I cannot go for vaccination on the date of appointment,मला अपॉईंटमेंटच्या दिवशी लसीकरणासाठी जाणे शक्य नसेल तर मी काय करावे?
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.","हो, आपण ठरवलेली अपॉईंटमेंट रद्द करू शकता. "
Where will I receive confirmation of date and time of vaccination?,मला लसीकरणाची निश्चित केलेली तारीख आणि वेळ कधी कळवण्यात येईल?
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.","एकदा अपॉईंटमेंट घेतली की आपल्याला लसीकरण केंद्र, तारीख आणि अपॉईंटमेंटचा कालावधी आपल्या नोंदणीकृत मोबाईल नंबरवर एका एसएमएसद्वारे कळवण्यात येईल. आपण अपॉईंटमेंटची पावती डाऊनलोड करून तिची छापील प्रत किंवा स्मार्टफोनमध्ये स्क्रीनशॉट ठेवू शकता."
Can I get vaccination without appointment?,मला अपॉईंटमेंट शिवाय लस मिळू शकते का?
Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres.,४५ वर्षे व त्याहून अधिक वयाचे नागरिक ऑनलाईन अपॉईंटमेंट घेऊ शकतात किंवा थेट लसीकरण केंद्रात येऊ शकतात.
"Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination.However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","१८ ते ४४ वयोगटातील नागरिकांनी लसीकरणाआधी आपली नोंदणी करून ऑनलाईन अपॉइंटमेंट घेणे बंधनकारक आहे. मात्र, लसीकरण सुलभ होण्यासाठी सर्व नागरिकांनी ऑनलाईन नोंदणी करून अगोदरच लसीकरण कालावधी निश्चित करणे हितकर आहे"
Can I check the price of the vaccine?,मला लसीचे शुल्क तपासून पाहता येईल का?
Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.,हो. कालावधी निश्चित करते वेळी प्रणालीत लसीकरण केंद्राच्या नावाखाली लसीची किंमत दाखवण्यात येईल.
Can I choose the vaccine?,मला लस निवडता येईल का?
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","प्रणालीत अपॉईंटमेंट घेते वेळी प्रत्येक लसीकरण केंद्रात देण्यात येणाऱ्या लसीची माहिती दाखवण्यात येईल. नागरिक आपल्या पसंतीची लस देणारे लसीकरण केंद्र निवडू शकतात. मात्र, शासकीय सुविधांमध्ये अशी निवड करता येणार नाही"
What precautions should I take at the time of 2nd dose vaccination?,दुसरा डोस घेतेवेळी मी काय काळजी घ्यायला हवी?
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose.",लसीकरण केंद्रांना सूचना आहेत की कुठल्याही नागरिकाला दुसरा डोस देते वेळी त्याने पहिला डोस हा सारख्याच लसीचा घेतला असून तो किमान २८ दिवसांपूर्वी देण्यात आला होता याची खात्री करून घ्यावी. लस देणाऱ्याला आपण लसीचा प्रकार आणि पहिला डोस मिळण्याच्या तारखेसंबंधी योग्य ती माहिती द्यावी. आपण पहिल्या डोसनंतर जाहीर करण्यात आलेले प्रमाणपत्र सोबत ठेवावे.
Can I get vaccinated with 2nd dose in a different State/District?,मला दुसरा डोस वेगळ्या राज्यात/जिल्ह्यात घेता येईल का?
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","हो, आपण कुठल्याही राज्यात/जिल्ह्यात लस घेऊ शकता. केवळ एकच अट आहे की त्या लसीकरण केंद्रात आपण ज्या लसीचा पहिला डोस घेतला तीच लस देण्यात येत आहे"
Which documents should I carry with me for vaccination?,लसीकरण करते वेळी मी कुठले कागदपत्र सोबत ठेवावे?
You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.,आपण को-विन पोर्टलवर नोंदणी करते वेळी सादर केलेले आपले ओळखपत्र आणि आपल्या पावतीची छापील प्रत/स्क्रीनशॉट सोबत ठेवावे.
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","मी को-विन पोर्टलवर स्वतःची नोंदणी केली आहे. मात्र, माझ्या घराजवळ एकही लसीकरण केंद्र नसल्यामुळे मला बुकिंग करता येत नाही, असे का? "
"What should I do?  Yes, it is possible that no facility near your place has published their vaccination program as yet. You may wait for some time till vaccination facilities near your place are onboarded on Co-Win platform, become active and start their services.","हो, आपल्या घराजवळच्या लसीकरण सुविधेने अजून आपल्या लसीकरण कार्यक्रमाची माहिती प्रकाशित केली नाही हे संभव आहे. आपण आपल्या घराजवळच्या लसीकरण सुविधा को-विनवर येऊन, सक्रिय होऊन आपल्या सेवा सुरू करण्याची वाट पाहू शकता. "
C. 2nd dose scheduling,दुसरा डोस निवडताना
Is it necessary to take 2nd dose of vaccination?,लसीचा दुसरा डोस घेणे गरजेचे आहे का?
Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type.,हो. लसीकरणाचा पूर्ण लाभ घेण्यासाठी लसीचे दोन्ही डोस घेणे आवश्यक आहे. दोन्ही डोस एकाच प्रकारच्या लसीचे असावे.
It is recommended that the 2nd dose of COVAXIN should be administered in the interval of 4 to 6 weeks from the date of 1st dose administration. For COVISHIELD the recommended interval is 4 to 8 weeks while an interval of 6 to 8 weeks gives an enhanced protection. You may choose the date of 2nd dose vaccination as per your convenience.,"कोवॅक्सिनचा दुसरा डोस हा पहिला डोस घेण्याच्या तारखेपासून ४ ते ६ आठवड्यांच्या दरम्यान घेण्यात यावा. कोविशिल्डचा दुसरा डोस हा पहिला डोस घेण्याच्या तारखेपासून ४ ते ८ आठवड्यांदरम्यान घेण्यात यावा, तर ६ ते ८ आठवड्यांचा कालावधी असल्यास अतिरिक्त सुरक्षा मिळते. आपण आपल्या सोयीनुसार दुसऱ्या डोसची तारीख निवडू शकता."
Will my 2nd dose appointment be automatically scheduled by Co-WIN system?,को-विन प्रणालीद्वारे माझ्या दुसऱ्या डोसची अपॉईंटमेंट आपोआप घेण्यात येईल का?
No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.,नाही. आपण लसीच्या दुसऱ्या डोसची अपॉइंटमेट घेणे गरजेचे आहे. ही प्रणाली आपण पहिल्या डोससाठी जी लस (कोवॅक्सिन किंवा कोव्हिशिल्ड) घेतली त्याच लसीचा दुसरा डोस देणाऱ्या लसीकरण केंद्रावर बुकिंग करण्यात मदत करेल
Whom can I contact if I have some problems related to my online registration of appointment?,ऑनलाईन नोंदणी संदर्भात मला काही अडचण आल्यास मी कोणाशी संपर्क साधावा?
You can call on the national helpline â€˜1075â€™ for information and guidance on COVID-19 vaccination and Co-WIN software related queries.,कोविड-१९ संबंधी मार्गदर्शन आणि को-विन सॉफ्टवेअरशी निगडित समस्यांसाठी आपण राष्ट्रीय हेल्पलाईनवर संपर्क साधू शकता.
Scheduling Appointment,अपॉईंटमेंट घेणे
Can I book an appointment for vaccination in the Co-WIN portal?,मला कोविन पोर्टलवर अपॉईंटमेंट घेता येईल का?
"Yes, you can book appointment for vaccination through Co-WIN portal after logging-in to the Co-WIN Portal through your registered mobile number. The system will show vaccination centres that allow vaccination as per the age of the citizen entered in the registration portal.","हो, को-विन पोर्टलवर आपल्या नोंदणीकृत मोबाईल नंबरद्वारे लॉग इन केल्यावर आपण को-विन पोर्टलमार्फत अपॉइंटमेंट घेऊ शकता. या प्रणालीद्वारे नोंदणीकृत नागरिकाच्या वयानुसार लसीकरण चालू असलेल्या केंद्रांची माहिती दाखवण्यात येते."
What are the options if one citizen is aged 45 or above and other is aged 18 or above?,एक नागरिक ४५ वर्षे व त्याहून अधिक वयाचा आणि दुसरा १८ वर्षे व त्याहून अधिक वयाचा असल्यास काय करावे?
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per StateÃ¢â‚¬â„¢s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.","जर एक नागरिक ४५ वर्षे व त्याहून अधिक वयाचा आणि दुसरा १८ वर्षे व त्याहून अधिक वयाचा असेल आणि दोघांनाही एकत्र अपॉइंटमेंट घ्यायची असेल तर केवळ खासगी लसीकरण केंद्र किंवा राज्य शासनाच्या निर्णयानुसार लसीकरण केंद्र उपलब्ध करून देण्यात येतील. मात्र, जिथे केवळ ४५ वर्षे व त्याहून अधिक वयाच्या व्यक्तींनाच सेवा मिळत आहे, असे काही रुग्णालय कमी वयाच्या व्यक्तींना कदाचित अपॉईंटमेंट घेऊ देणार नाहीत. अशा वेळी आपण एकेक करून बुकिंग करू शकता."
Can I check the vaccine being administered at each vaccination centre?,मला प्रत्येक लसीकरण केंद्रात देण्यात येणारी लस तपासून पाहता येईल का? 
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","हो, लसीकरणासाठी अपॉईंटमेंट घेताना ही प्रणाली आपल्याला खासगी रुग्णालयाच्या बाबतीत लसीकरण केंद्राच्या नावासोबत लसीचे नावही दाखवेल. शासकीय रुग्णालयात लसीचे नाव दिसेलच असे नाही."
Can I download appointment slip?,मला अपॉईंटमेंटची पावती डाऊनलोड करता येईल का? 
