"word","replacedWord"
"In general, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","సాధారణంగా, పౌరులందరూ ఆన్‌లైన్‌లో నమోదు చేసుకోవాలని మరియు ఇబ్బంది లేని టీకా అనుభవం కోసం టీకా ముందుగానే షెడ్యూల్ చేయాలని సిఫార్సు చేస్తారు."
"There is no authorised mobile app for registering for vaccination in India except Aarogya Setu. You need to log into the Co-WIN portal. Alternatively, you can also register for vaccination through the Aarogya Setu App.","ఆరోగ్య సేతు తప్ప భారతదేశంలో టీకా కోసం నమోదు చేయడానికి అధీకారిత మొబైల్ app లేదు. మీరు కో-విన్ పోర్టల్‌లోకి లాగిన్ అవ్వాలి. ప్రత్యామ్నాయంగా, మీరు ఆరోగ్య సేతు యాప్ ద్వారా టీకా కోసం నమోదు చేసుకోవచ్చు."
"Which age groups can register for vaccination on the Co-WIN portal?","కో-విన్ పోర్టల్‌లో టీకా కోసం ఏ వయసు వారు నమోదు చేసుకోవచ్చు?"
"All citizens aged 18 years and above can register for vaccination","18 సంవత్సరాల మరియు అంతకంటే ఎక్కువ వయస్సు ఉన్న పౌరులందరూ టీకా కోసం నమోదు చేసుకోవచ్చు"
"How many people can be registered in the Co-WIN portal through one mobile number?","ఒక మొబైల్ నంబర్ ద్వారా కో-విన్ పోర్టల్‌లో ఎంత మందిని నమోదు చేసుకోవచ్చు?"
"Up to 4 people can be registered for vaccination using the same mobile number.","ఒకే మొబైల్ నంబర్ ఉపయోగించి టీకా కోసం 4 మంది వరకు నమోదు చేసుకోవచ్చు"
"How can citizens with no access to smart phones or computers manage online registration?","స్మార్ట్ ఫోన్లు లేదా కంప్యూటర్లకు అందుబాటు లేని పౌరులు ఆన్‌లైన్ నమోదును ఎలా నిర్వహించగలరు?"
"Up to 4 people can be registered for vaccination using the same mobile number","ఒకే మొబైల్ నంబర్ ఉపయోగించి టీకా కోసం 4 మంది వరకు నమోదు చేసుకోవచ్చు"
"Citizens can take help from friends or family for online registration","ఒక పౌరులు ఆన్‌లైన్ రిజిస్ట్రేషన్ కోసం స్నేహితులు లేదా కుటుంబ సభ్యుల సహాయం తీసుకోవచ్చు"
"Can I register for vaccination without Aadhaar card?","ఆధార్ కార్డు లేకుండా టీకా కోసం నేను నమోదు చేయవచ్చా"
"Yes, you can register on Co-WIN portal using any of the following ID proofs","అవును, మీరు కింది ఐడి ప్రూఫ్‌లను ఉపయోగించి కో-విన్ పోర్టల్‌లో నమోదు చేసుకోవచ్చు"
"Aadhaar card","ఆధార్ కార్డు"
"Driving License","డ్రైవింగ్ లైసెన్స్"
"PAN card","పాన్ కార్డు"
"Passport","పాస్పోర్ట్"
"Pension Passbook","పెన్షన్ పాస్బుక్ "
"NPR Smart Card","ఎన్‌పిఆర్ స్మార్ట్ కార్డ్"
"Voter ID","ఓటరు ID"
"Is there any registration charges to be paid?","చెల్లించాల్సిన రిజిస్ట్రేషన్ ఛార్జీలు ఉన్నాయా?"
"No. There is no registration charge.","రిజిస్ట్రేషన్ ఛార్జీ లేదు."
"Whom do I contact in case of side effects from vaccination","రిపోర్టింగ్ దుష్ప్రభావాలు టీకా నుండి దుష్ప్రభావాల విషయంలో నేను ఎవరిని సంప్రదించాలి"
" Why do I need a vaccination certificate?","వ్యాక్సిన్ సర్టిఫికేట్ నాకు టీకా సర్టిఫికేట్ ఎందుకు అవసరం?"
" A COVID Vaccine Certificate (CVC) issued by the government offers an assurance to the beneficiary on the vaccination, type of vaccine used, and the provisional certificate also provides the next vaccination due","ప్రభుత్వం జారీ చేసిన COVID వ్యాక్సిన్ సర్టిఫికేట్ (సివిసి) టీకాలు వేయడం, ఉపయోగించిన వ్యాక్సిన్ రకంపై లబ్ధిదారునికి హామీ ఇస్తుంది మరియు తాత్కాలిక ధృవీకరణ పత్రం తదుపరి టీకాను కూడా అందిస్తుంది"
"It also is an evidence for the citizen to prove to any entities which may require proof of vaccination specially in case of travel","రయాణ విషయంలో ప్రత్యేకంగా టీకా రుజువు అవసరమయ్యే ఏదైనా సంస్థలకు పౌరుడు నిరూపించడానికి ఇది ఒక సాక్ష్యం.  టీకాలు వేయడం వలన వ్యక్తులను వ్యాధి నుండి రక్షించడమే కాకుండా, వైరస్ వ్యాప్తి చెందే ప్రమాదాన్ని కూడా తగ్గిస్తుంది"
"Vaccination not only protects individuals from disease, but also reduces their risk of spreading the virus. Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel. ","టీకాలు వేయడం వలన వ్యక్తులను వ్యాధి నుండి రక్షించడమే కాకుండా, వైరస్ వ్యాప్తి చెందే ప్రమాదాన్ని కూడా తగ్గిస్తుంది.  అందువల్ల, భవిష్యత్తులో కొన్ని రకాల సామాజిక పరస్పర చర్యలకు మరియు అంతర్జాతీయ ప్రయాణాలకు ధృవీకరణ పత్రాన్ని ఉత్పత్తి చేయవలసిన అవసరం ఉంది.  ఈ సందర్భంలో కో-విన్ జారీ చేసిన సర్టిఫికేట్ భద్రతా లక్షణాలలో నిర్మించబడింది, ఇది కో-విన్ పోర్టల్‌లో అందించబడిన ఆమోదించబడిన యుటిలిటీలను ఉపయోగించి డిజిటల్‌గా ధృవీకరించబడే సర్టిఫికేట్ యొక్క యథార్థతకు హామీ ఇస్తుంది."
"Therefore, there could be a requirement in future to produce certificate for certain kind of social interactions and international travel. ","అందువల్ల, భవిష్యత్తులో కొన్ని రకాల సామాజిక పరస్పర చర్యలకు మరియు అంతర్జాతీయ ప్రయాణాలకు ధృవీకరణ పత్రాన్ని ఉత్పత్తి చేయవలసిన అవసరం ఉంది.  ఈ సందర్భంలో కో-విన్ జారీ చేసిన సర్టిఫికేట్ భద్రతా లక్షణాలలో నిర్మించబడింది, ఇది కో-విన్ పోర్టల్‌లో అందించబడిన ఆమోదించబడిన యుటిలిటీలను ఉపయోగించి డిజిటల్‌గా ధృవీకరించబడే సర్టిఫికేట్ యొక్క యథార్థతకు హామీ ఇస్తుంది."
"Who is responsible for providing the vaccination certificate?","టీకా సర్టిఫికేట్ ఇవ్వడానికి ఎవరు బాధ్యత వహిస్తారు?"
"The Vaccination Centre is responsible for generating your certificate and for providing a printed copy post vaccination on the day of vaccination itself. Please do insist on receiving the certificate at the Centre. For Private Hospitals, the charges for providing a printed copy of the certificate are included in the service charge for vaccination.","టీకా కేంద్రం మీ సర్టిఫికెట్‌ను రూపొందించడానికి మరియు టీకా చేసిన రోజునే ప్రింటెడ్ కాపీ పోస్ట్ టీకాను అందించడానికి బాధ్యత వహిస్తుంది.  దయచేసి కేంద్రంలో సర్టిఫికేట్ పొందాలని పట్టుబట్టండి.  ప్రైవేట్ ఆసుపత్రుల కోసం, సర్టిఫికేట్ యొక్క ముద్రిత కాపీని అందించే ఛార్జీలు టీకా కోసం సేవా ఛార్జీలో చేర్చబడ్డాయి."
"Where can I download vaccination certificate from?","టీకా సర్టిఫికెట్‌ను నేను ఎక్కడ నుండి డౌన్‌లోడ్ చేసుకోగలను?"
"Vaccination","టీకా"
"Vaccine Certificate","వ్యాక్సిన్ సర్టిఫికేట్"
"Reporting Side effects","దుష్ప్రభావాలను నివేదించడం"
"You can download vaccination certificate from the Co-WIN portal (cowin.gov.in) or the Aarogya Setu app or through Digi-Locker by following the simple steps.","మీరు కో-విన్ పోర్టల్ (cowin.gov.in) లేదా ఆరోగ్య సేతు అనువర్తనం నుండి లేదా డిజి-లాకర్ ద్వారా టీకా-సర్టిఫికేట్ను సాధారణ దశలను అనుసరించి డౌన్‌లోడ్ చేసుకోవచ్చు."
" You may do so by using the mobile number used at the time of registration. ","రిజిస్ట్రేషన్ సమయంలో ఉపయోగించిన మొబైల్ నంబర్‌ను ఉపయోగించడం ద్వారా మీరు అలా చేయవచ్చు."
"In this context the certificate issued by Co-WIN has built in security features to guarantee genuineness of the certificate which can be digitally verified using approved utilities which are provided in Co-WIN portal.","ఈ సందర్భంలో, కో-విన్ జారీ చేసిన సర్టిఫికేట్ భద్రతా లక్షణాలలో నిర్మించబడింది, ఇది కో-విన్ పోర్టల్‌లో అందించబడిన ఆమోదించబడిన యుటిలిటీలను ఉపయోగించి డిజిటల్‌గా ధృవీకరించబడే సర్టిఫికెట్ యొక్క యథార్థతకు హామీ ఇస్తుంది."
"Is vaccination free at all vaccination centres?","టీకా అన్ని టీకా కేంద్రాలలో టీకా ఉచితం?"
" No. Currently, vaccination is free at Government hospitals and charged at INR 250 in Private hospitals for citizens aged 45 years and above.","ప్రస్తుతం, ప్రభుత్వ ఆసుపత్రులలో టీకా ఉచితం మరియు 45 సంవత్సరాల మరియు అంతకంటే ఎక్కువ వయస్సు ఉన్న పౌరులకు ప్రైవేట్ ఆసుపత్రులలో 250 రూపాయలు వసూలు చేస్తారు."
"From 1st May onwards, the Vaccination for people of 45 years or more will continue to be free at the Government facilities","మే 1 వ తేదీ నుండి, 45 సంవత్సరాలు లేదా అంతకంటే ఎక్కువ వయస్సు ఉన్నవారికి టీకాలు వేయడం ప్రభుత్వ సౌకర్యాల వద్ద ఉచితంగా కొనసాగుతుంది."
"For people between 18 to 44 years the States will announce the policy relating to payment. Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking. ","18 నుండి 44 సంవత్సరాల మధ్య ఉన్నవారికి, చెల్లింపులకు సంబంధించిన విధానాన్ని రాష్ట్రాలు ప్రకటిస్తాయి.  టీకాకు ప్రైవేట్ సదుపాయాల ద్వారా ధర నిర్ణయించబడుతుంది మరియు బుకింగ్ సమయంలో ప్రతి టీకా ధరను మీరు చూడవచ్చు."
"Vaccination will be priced by private facilities and you can see the price of each vaccine at the time of booking. ","టీకాకు ప్రైవేట్ సదుపాయాల ద్వారా ధర నిర్ణయించబడుతుంది మరియు బుకింగ్ సమయంలో ప్రతి టీకా ధరను మీరు చూడవచ్చు."
" The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago.","ఒక పౌరుడికి 2 వ మోతాదుతో టీకాలు వేస్తున్నట్లయితే, రెండవ మోతాదు సమయంలో అందించబడుతున్న అదే వ్యాక్సిన్‌తో మొదటి మోతాదు వ్యాక్సిన్ చేయబడిందని మరియు మొదటి మోతాదు ఇవ్వబడిందని వారు నిర్ధారించాలని టీకా కేంద్రాలకు ఆదేశాలు ఇవ్వబడ్డాయి 28 రోజుల క్రితం."
"You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator.","28 రోజుల క్రితం. టీకా రకం మరియు 1 వ మోతాదు టీకా తేదీ గురించి సరైన సమాచారాన్ని మీరు టీకాతో పంచుకోవాలి."
"You should carry your vaccine certificate issued after the first dose.","మొదటి మోతాదు తర్వాత జారీ చేసిన మీ టీకా సర్టిఫికెట్‌ను మీరు తీసుకెళ్లాలి."
"Can I check the price of the vaccine?","నేను టీకా ధరను తనిఖీ చేయవచ్చా?"
"Frequently Asked Questions on Co-WIN ","కో-విన్‌పై తరచుగా అడిగే ప్రశ్నలు"
"Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.","అవును.  నియామకంపై షెడ్యూల్ చేసే సమయంలో టీకా కేంద్రం పేరు క్రింద వ్యాక్సిన్ ధరను సిస్టమ్ చూపిస్తుంది"
"Can I choose the vaccine?","నేను వ్యాక్సిన్ ఎంచుకోవచ్చా?"
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","ఒక నియామకాన్ని షెడ్యూల్ చేయబడిన సమయంలో ప్రతి టీకా కేంద్రంలో టీకాని నిర్వహించడం వ్యవస్థను చూపుతుంది. పౌరుడు టీకా యొక్క ఎంపిక ఎంపిక ప్రకారం టీకా సెంటర్ను ఎంచుకోవచ్చు, అయితే ప్రభుత్వ సౌకర్యాలపై ఎంపిక అందుబాటులో ఉండదు."
"What precautions should I take at the time of 2nd dose vaccination?","2 వ డోస్ టీకాల సమయంలో నేను ఏ జాగ్రత్తలు తీసుకోవాలి?"
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose.","ఒక పౌరుడికి 2 వ మోతాదుతో టీకాలు వేస్తున్నట్లయితే, రెండవ మోతాదు సమయంలో అందించబడుతున్న అదే వ్యాక్సిన్‌తో మొదటి మోతాదు టీకాలు వేయబడ్డారని మరియు మొదటి మోతాదు ఇవ్వబడిందని వారు నిర్ధారించాలని టీకా కేంద్రాలకు ఆదేశాలు ఇవ్వబడ్డాయి. 28 రోజుల క్రితం. టీకా రకం మరియు 1 వ మోతాదు టీకా తేదీ గురించి సరైన సమాచారాన్ని మీరు టీకాతో పంచుకోవాలి. మొదటి మోతాదు తర్వాత జారీ చేసిన మీ టీకా సర్టిఫికెట్‌ను మీరు తీసుకెళ్లాలి."
"Can I get vaccinated with 2nd dose in a different State/District?","నేను వేరొక రాష్ట్రంలో / జిల్లాలో 2 వ  dose టీకాలు పొందగలనా?"
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","అవును, మీరు ఏ రాష్ట్రంలో / జిల్లాలో టీకాలు పొందవచ్చు. మీ పరిమితిపై మీరు నిర్వహించిన అదే టీకాను అందించే ఆ కేంద్రాలలో మాత్రమే టీకాలు తీసుకోవచ్చని మాత్రమే పరిమితి మాత్రమే."
"Which documents should I carry with me for vaccination?","టీకా కోసం నేను ఏ పత్రాలను నాతో తీసుకెళ్లాలి?"
"You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.","కో-విన్ పోర్టల్‌లో రిజిస్ట్రేషన్ సమయంలో మీరు పేర్కొన్న మీ గుర్తింపు రుజువును మరియు మీ అపాయింట్‌మెంట్ స్లిప్ యొక్క ప్రింటౌట్ / స్క్రీన్ షాట్‌ను మీరు తీసుకెళ్లాలి."
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","నేను కో-విన్ పోర్టల్‌లో నన్ను నమోదు చేసుకున్నాను.  అయినప్పటికీ, నా స్థానానికి సమీపంలో ఎటువంటి టీకా సౌకర్యం కనిపించనందున నేను ఎటువంటి బుకింగ్ చేయలేను?"
" Yes, it is possible that no facility near your place has published their vaccination program as yet. You may wait for some time till vaccination facilities near your place are onboarded on Co-Win platform, become active and start their services."," అవును, మీ స్థలానికి సమీపంలో ఉన్న ఏ సదుపాయం వారి టీకా కార్యక్రమాన్ని ఇంకా ప్రచురించలేదు.  మీ స్థలానికి సమీపంలో ఉన్న టీకా సౌకర్యాలు కో-విన్ ప్లాట్‌ఫామ్‌లో ఆన్‌బోర్డ్ అయ్యే వరకు మీరు కొంత సమయం వేచి ఉండవచ్చు, చురుకుగా ఉండి వారి సేవలను ప్రారంభించండి."
"2nd dose scheduling","రెండవ మోతాదు షెడ్యూలింగ్"
"Is it necessary to take 2nd dose of vaccination?","టీకా 2 వ డోస్ తీసుకోవడం అవసరమా?"
"Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type.","అవును.  టీకా యొక్క పూర్తి ప్రయోజనాన్ని గ్రహించడానికి రెండు మోతాదుల వ్యాక్సిన్ తీసుకోవాలని సిఫార్సు చేయబడింది.  రెండు మోతాదులు ఒకే టీకా రకాన్ని కలిగి ఉండాలి."
"When should I take the 2nd dose of vaccination?","టీకా యొక్క 2 వ మోతాదును నేను ఎప్పుడు తీసుకోవాలి?"
"Will my 2nd dose appointment be automatically scheduled by Co-WIN system?","నా 2 వ మోతాదు నియామకం కో-విన్ సిస్టమ్ ద్వారా స్వయంచాలకంగా షెడ్యూల్ చేయబడుతుందా?"
"No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.","లేదు. మీరు 2 వ మోతాదు టీకా కోసం అపాయింట్‌మెంట్ తీసుకోవాలి. 1 వ మోతాదు యొక్క టీకా రకం (COVAXIN లేదా COVISHIELD) వలె అదే వ్యాక్సిన్ ఇవ్వబడుతున్న టీకా కేంద్రంలో అపాయింట్‌మెంట్ బుక్ చేసుకోవడానికి కో-విన్ వ్యవస్థ మీకు సహాయం చేస్తుంది."
"Whom can I contact if I have some problems related to my online registration of appointment?","నా ఆన్‌లైన్ నియామక రిజిస్ట్రేషన్‌కు సంబంధించి కొన్ని సమస్యలు ఉంటే నేను ఎవరిని సంప్రదించగలను?"
"You can call on the national helpline â€˜1075â€™ for information and guidance on COVID-19 vaccination and Co-WIN software related queries.","COVID-19 టీకా మరియు Co-WIN సాఫ్ట్‌వేర్ సంబంధిత ప్రశ్నలపై సమాచారం మరియు మార్గదర్శకత్వం కోసం మీరు జాతీయ హెల్ప్‌లైన్ â € 751075 € call కు కాల్ చేయవచ్చు."
"Scheduling Appointment","బి. అపాయింట్‌మెంట్ షెడ్యూల్ చేయడం"
"Can I book an appointment for vaccination in the Co-WIN portal?","Co-WIN పోర్టల్‌లో టీకా కోసం అపాయింట్‌మెంట్ బుక్ చేసుకోవచ్చా?"
"Yes, you can book appointment for vaccination through Co-WIN portal after logging-in to the Co-WIN Portal through your registered mobile number. The system will show vaccination centres that allow vaccination as per the age of the citizen entered in the registration portal.","అవును, మీరు మీ రిజిస్టర్డ్ మొబైల్ నంబర్ ద్వారా Co-WIN పోర్టల్‌కు లాగిన్ అయిన తర్వాత Co-WIN పోర్టల్ ద్వారా టీకా కోసం అపాయింట్‌మెంట్ బుక్ చేసుకోవచ్చు.  రిజిస్ట్రేషన్ పోర్టల్‌లో ప్రవేశించిన  వయస్సు ప్రకారం టీకాలు వేయడానికి అనుమతించే టీకా కేంద్రాలను ఈ వ్యవస్థ చూపిస్తుంది."
"What are the options if one citizen is aged 45 or above and other is aged 18 or above?","ఒక పౌరుడు 45 లేదా అంతకంటే ఎక్కువ వయస్సు ఉంటే మరియు మరొకరు 18 లేదా అంతకంటే ఎక్కువ వయస్సు ఉంటే ఎంపికలు ఏమిటి?"
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per State’s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.","ఒక పౌరుడు 45 లేదా అంతకంటే ఎక్కువ వయస్సు గలవాడు మరియు ఇతర పౌరుడు 18 నుండి 44 సంవత్సరాల వయస్సు గలవారు మరియు ఇద్దరూ కలిపి అపాయింట్‌మెంట్ షెడ్యూల్ చేయాలనుకుంటే, అప్పుడు రాష్ట్ర విధానం ప్రకారం ప్రైవేట్ చెల్లింపు టీకా కేంద్రాలు లేదా టీకా కేంద్రాలు మాత్రమే అందుబాటులో ఉంటాయి.  ఏదేమైనా, 45 సంవత్సరాలు లేదా అంతకంటే ఎక్కువ వయస్సు ఉన్నవారికి క్యాటరింగ్ చేస్తున్న కొన్ని ఆసుపత్రులు తక్కువ వయస్సు ఉన్నవారికి నియామకాల బుకింగ్‌ను అనుమతించకపోవచ్చు.  అలాంటప్పుడు మీరు ఒక్కొక్కటిగా బుకింగ్ చేసుకోవచ్చు."
"Can I check the vaccine being administered at each vaccination centre?","ప్రతి టీకా కేంద్రంలో వ్యాక్సిన్‌ను నేను తనిఖీ చేయవచ్చా?"
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","అవును, టీకా కోసం అపాయింట్‌మెంట్ షెడ్యూల్ చేస్తున్నప్పుడు, ఈ వ్యవస్థ టీకా కేంద్రం పేర్లతో పాటు టీకా పేరును ప్రైవేట్ ఆస్పత్రుల విషయంలో నిర్వహించబడుతుంది.  ప్రభుత్వ ఆసుపత్రులు టీకా పేరు చూపించకపోవచ్చు."
"Can I download appointment slip?","నేను అపాయింట్‌మెంట్ స్లిప్‌ను డౌన్‌లోడ్ చేయవచ్చా?"
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.","అవును, అపాయింట్‌మెంట్ షెడ్యూల్ అయిన తర్వాత అపాయింట్‌మెంట్ స్లిప్‌ను డౌన్‌లోడ్ చేసుకోవచ్చు."
"How can I find the nearest vaccination centre?","దగ్గరలో ఉన్న టీకా కేంద్రాన్ని నేను ఎలా కనుగొనగలను?"
"Search by PIN","పిన్ ద్వారా శోధించండి"
"Search by District","జిల్లా వారీగా శోధించండి"
" You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District. ","పిన్ కోడ్ ద్వారా వెతకడం ద్వారా లేదా రాష్ట్రం మరియు జిల్లాను ఎంచుకోవడం ద్వారా మీ స్థానానికి దగ్గరగా ఉన్న టీకా కేంద్రం కోసం మీరు కో-విన్ పోర్టల్ (లేదా ఆరోగ్య సేతు) లో శోధించవచ్చు.  నియామక తేదీన నేను టీకా కోసం వెళ్ళలేకపోతే?"
"Can I reschedule my appointment?","నా  అపాయింట్‌మెంట్  నేను తిరిగి షెడ్యూల్ చేయవచ్చా?"
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on â€œRescheduleâ€ tab.","నా  అపాయింట్‌మెంట్ ఎప్పుడైనా రీ షెడ్యూల్ చేయవచ్చు.  ఒకవేళ మీరు నియామక తేదీన టీకా కోసం వెళ్ళలేకపోతే, మీరు ""రీషెడ్యూల్"" టాబ్ పై క్లిక్ చేయడం ద్వారా అపాయింట్‌మెంట్‌ను రీ షెడ్యూల్ చేయవచ్చు."
"Do I have an option for cancellation of appointment?","అపాయింట్‌మెంట్  రద్దు చేయడానికి నాకు ఎంపిక ఉందా?"
"What if I cannot go for vaccination on the date of appointment","నియామక తేదీన నేను టీకా కోసం వెళ్ళలేకపోతే"
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.","అవును, మీరు ఇప్పటికే షెడ్యూల్ చేసిన అపాయింట్‌మెంట్‌ను రద్దు చేయవచ్చు.  మీరు అపాయింట్‌మెంట్‌ను తిరిగి షెడ్యూల్ చేయవచ్చు మరియు మీ సౌలభ్యం యొక్క మరొక తేదీ లేదా  స్లాట్‌ను ఎంచుకోవచ్చు."
"Where will I receive confirmation of date and time of vaccination?","టీకాలు వేసిన తేదీ మరియు సమయం యొక్క నిర్ధారణను నేను ఎక్కడ స్వీకరిస్తాను?"
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.","అపాయింట్‌మెంట్ షెడ్యూల్ చేసిన తర్వాత, మీ రిజిస్టర్డ్ మొబైల్ నంబర్‌కు పంపిన SMS లో టీకా కేంద్రం, తేదీ మరియు సమయ స్లాట్ వివరాలను మీరు అందుకుంటారు.  మీరు అపాయింట్‌మెంట్ స్లిప్‌ను డౌన్‌లోడ్ చేసి ప్రింట్ చేయవచ్చు లేదా మీ స్మార్ట్ ఫోన్‌లో ఉంచవచ్చు."
"Can I get vaccination without appointment?","అపాయింట్‌మెంట్ లేకుండా టీకా తీసుకోవచ్చా?"
"Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres.","45 సంవత్సరాల మరియు అంతకంటే ఎక్కువ వయస్సు ఉన్న పౌరులు ఆన్‌లైన్‌లో నియామకాలను షెడ్యూల్ చేయవచ్చు లేదా టీకా కేంద్రాలకు నడవవచ్చు."
"Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination.However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","18-44 సంవత్సరాల వయస్సు గల పౌరులు తమను తాము తప్పనిసరిగా నమోదు చేసుకోవాలి మరియు టీకా చేయడానికి ముందు ఆన్‌లైన్‌లో నియామకాన్ని షెడ్యూల్ చేయాలి.  ఏదేమైనా, పౌరులందరూ ఆన్‌లైన్‌లో నమోదు చేసుకోవాలని మరియు ఇబ్బంది లేని టీకా అనుభవం కోసం టీకా ముందుగానే షెడ్యూల్ చేయాలని సిఫార్సు చేస్తున్నారు."
"Can I check the price of the vaccine?","నేను టీకా ధరను తనిఖీ చేయవచ్చా?"
"Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.","అవును.  అపాయింట్‌మెంట్ షెడ్యూల్ చేసే సమయంలో టీకా ధరను సిస్టమ్ టీకా కేంద్రం పేరు క్రింద చూపిస్తుంది."
"Can I choose the vaccine?","నేను వ్యాక్సిన్‌ను ఎంచుకోవచ్చా?"
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","అపాయింట్‌మెంట్ షెడ్యూల్ చేసే సమయంలో ప్రతి టీకా కేంద్రంలో వ్యాక్సిన్ నిర్వహించబడుతున్నట్లు సిస్టమ్ చూపిస్తుంది.  టీకాలు వేయడం ద్వారా పౌరులు టీకా కేంద్రాన్ని ఎంచుకోవచ్చు, అయితే, ప్రభుత్వ సౌకర్యాల వద్ద ఎంపిక అందుబాటులో ఉండదు."
"What precautions should I take at the time of 2nd dose vaccination?","2 వ మోతాదు టీకాలు వేసే సమయంలో నేను ఏ జాగ్రత్తలు తీసుకోవాలి?"
